code	speaker	gender	stim	rep	sent	metre_ID	stim_metre	ana_text	nuc_pre_text	ana_has_word_end	nuc_is_new_word	tot_syls	ana_syls	tot_feet	cur_foot	foot_syls	wrd_end_syl	acc_phon	phr_phon	init_phon	fin_phon	v_text	phr_end_t	ana_end_t	foot_start_t	foot_end_t	stress_end_t	wrd_fin_syl_start_t	wrd_end_t	v_onset_t	v_offset_t	s_t	e_t	l_t	h_t	l_syl_start_t	l_syl_end_t	h_syl_start_t	h_syl_end_t	v_grand_mean_t	l_grand_mean_t	h_grand_mean_t	s_grand_mean_t	e_grand_mean_t	v_syl	l_syl	h_syl	l_syl_ratio	h_syl_ratio	s_f0	e_f0	v_onset_f0	l_f0	h_f0	lh_slope	lh_slope_z	lh_mean_f0	lh_med_f0	utt_mean_f0	utt_slope	utt_slope_z	spkr_f0_mean	spkr_f0_SD	spkr_f0_min	spkr_f0_med	location
M9_MWH2_4	M9	M	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H L%	%	L%	V	974	0	261	557	443	261	443	311	395	9	903	361	461	261	443	443	500	373	425	539	13	998	4	4	5	0.55	0.32	90.89	85.55	83.75	83.13	83.25	4.113	1.35	83.00	82.98	86.02	-3.74	-1.227	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH2_4	M9	M	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H L%	%	L%	V	974	0	557	974	797	797	974	635	739	9	903	645	809	557	797	797	974	737	747	910	13	998	7	7	8	0.37	0.07	90.89	85.55	83.53	83.59	90.95	48.373	15.876	86.16	85.02	86.02	-3.74	-1.227	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH2_5	M9	M	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	H*	% H* L* L*H L%	%	L%	V	978	0	0	295	154	0.3	154	61	151	28	911	53	87	0	154	0	154	59	52	85	27	999	1	1	1	0.34	0.56	93.63	86.41	93.54	93.58	93.60	1.382	0.454	93.56	93.55	86.62	-5.251	-1.723	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH2_5	M9	M	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*	% H* L* L*H L%	%	L%	V	978	0	295	583	473	295	473	351	413	28	911	404	516	295	473	473	534	381	437	577	27	999	4	4	5	0.61	0.70	93.63	86.41	83.92	83.05	83.96	9.809	3.219	83.51	83.52	86.62	-5.251	-1.723	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH2_5	M9	M	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% H* L* L*H L%	%	L%	V	978	0	583	978	809	809	978	663	743	28	911	676	840	583	809	809	978	744	758	929	27	999	7	7	8	0.41	0.18	93.63	86.41	83.63	83.79	91.16	53.002	17.395	86.75	85.90	86.62	-5.251	-1.723	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_2	M9	M	MWH3	2	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	% H* L* L*H L%	%	L%	R	1116	0	0	256	162	0.2	162	32	98	9	886	243	13	162	256	0	162	38	263	16	11	969	1	2	1	0.86	0.08	94.18	88.46	93.07	87.21	94.18	-24.319	-7.981	90.85	90.92	88.29	-1.735	-0.569	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_2	M9	M	MWH3	2	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	L*	% H* L* L*H L%	%	L%	V	1116	0	256	491	369	369	436	291	334	9	886	304	390	256	369	369	436	325	344	462	11	969	3	3	4	0.42	0.31	94.18	88.46	86.53	86.47	87.04	7.626	2.503	86.73	86.72	88.29	-1.735	-0.569	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_2	M9	M	MWH3	2	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	% H* L* L*H L%	%	L%	V	1116	0	491	1116	720	753	1116	554	659	9	886	569	809	491	720	753	1116	623	637	894	11	969	6	6	8	0.34	0.15	94.18	88.46	84.24	84.37	91.82	38.834	12.745	88.26	88.44	88.29	-1.735	-0.569	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_3	M9	M	MWH3	3	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	% H* L* L*H L%	%	L%	V	1243	0	0	293	196	-0.4	196	49	134	0	993	45	77	0	196	0	196	48	45	76	0	969	1	1	1	0.23	0.39	92.40	86.94	91.64	91.63	91.85	9.846	3.231	91.73	91.73	87.18	-2.964	-0.973	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_3	M9	M	MWH3	3	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	L*	% H* L* L*H L%	%	L%	V	1243	0	293	569	442	442	508	343	396	0	993	366	470	293	442	442	508	329	354	470	0	969	3	3	4	0.49	0.42	92.40	86.94	85.87	85.79	85.92	1.34	0.44	85.89	85.90	87.18	-2.964	-0.973	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_3	M9	M	MWH3	3	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	% H* L* L*H L%	%	L%	V	1243	0	569	1243	796	848	1243	639	737	0	993	657	908	569	796	848	1243	630	647	893	0	969	6	6	8	0.39	0.15	92.40	86.94	83.25	83.14	90.64	34.04	11.172	86.61	86.51	87.18	-2.964	-0.973	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_4	M9	M	MWH3	4	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	% H* !H* L*H %	%	%	R	1206	0	0	296	204	-0.4	204	69	149	11	969	32	89	0	204	0	204	66	30	85	10	969	1	1	1	0.16	0.44	91.48	87.42	92.73	91.69	93.02	27.681	9.085	92.35	92.37	87.33	-2.589	-0.85	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_4	M9	M	MWH3	4	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	!H*	% H* !H* L*H %	%	%	V	1206	0	296	559	425	425	500	331	383	11	969	354	432	296	425	425	500	318	348	445	10	969	3	3	4	0.45	0.09	91.48	87.42	85.38	85.61	86.03	5.355	1.758	85.91	85.94	87.33	-2.589	-0.85	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_4	M9	M	MWH3	4	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	% H* !H* L*H %	%	%	V	1206	0	559	1206	773	832	1206	631	711	11	969	648	899	559	773	832	1206	636	653	902	10	969	6	6	8	0.42	0.18	91.48	87.42	84.07	84.20	91.06	32.23	10.578	87.33	87.36	87.33	-2.589	-0.85	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_5	M9	M	MWH3	5	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	% H* L* L*H %	%	%	R	1211	0	0	300	212	0.05	212	82	160	10	975	285	105	212	300	0	212	75	260	96	9	970	1	2	1	0.83	0.50	88.94	86.40	91.11	85.85	91.52	-32.513	-10.671	88.95	88.87	86.90	-1.498	-0.492	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_5	M9	M	MWH3	5	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	L*	% H* L* L*H %	%	%	V	1211	0	300	566	466	466	518	369	413	10	975	553	313	518	566	300	466	342	550	287	9	970	3	5	3	0.73	0.08	88.94	86.40	84.98	83.68	85.51	-4.596	-1.508	84.87	84.92	86.90	-1.498	-0.492	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_5	M9	M	MWH3	5	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	% H* L* L*H %	%	%	V	1211	0	566	1211	779	837	1211	643	735	10	975	672	886	566	779	837	1211	641	671	885	9	970	6	6	8	0.50	0.13	88.94	86.40	83.80	83.58	92.18	46.568	15.283	87.11	86.42	86.90	-1.498	-0.492	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_6	M9	M	MWH3	6	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	1	2	1	H*	% H* !H* L*H %	%	%	R	1130	0	0	242	166	-0.1	166	50	101	14	900	25	76	0	166	0	166	58	29	89	16	969	1	1	1	0.15	0.46	89.91	87.12	91.27	90.23	91.68	30.231	9.922	91.14	91.27	87.15	-3.09	-1.014	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_6	M9	M	MWH3	6	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	2	3	2	!H*	% H* !H* L*H %	%	%	V	1130	0	242	509	379	379	456	296	345	14	900	289	314	242	379	242	379	339	330	360	16	969	3	3	3	0.34	0.53	89.91	87.12	86.02	85.98	86.07	5.955	1.954	86.06	86.06	87.15	-3.09	-1.014	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MWH3_6	M9	M	MWH3	6	WHERE'VE you HIDDen the VALuables	0233	MWH3_0233	?	?	?	?	8	0	3	3	3	3	L*H	% H* !H* L*H %	%	%	V	1130	0	509	1130	714	767	1130	589	669	14	900	598	832	509	714	767	1130	648	657	902	16	969	6	6	8	0.43	0.18	89.91	87.12	83.37	83.47	90.48	33.592	11.025	86.77	86.67	87.15	-3.09	-1.014	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_1	M9	M	MYN1	1	Have you VALUED the VASes	222	MYN1_222	?	?	?	?	6	2	2	1	2	1	H*	% H* ^[L*H] %	%	%	V	1033	214	214	590	509	214	509	283	377	39	903	322	367	214	509	214	509	283	322	367	39	903	3	3	3	0.37	0.52	86.32	90.98	87.52	87.55	88.36	22.68	7.443	87.97	88.00	87.50	4.83	1.585	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_1	M9	M	MYN1	1	Have you VALUED the VASes	222	MYN1_222	?	?	?	?	6	2	2	2	2	2	^[L*H]	% H* ^[L*H] %	%	%	V	1033	214	590	1033	831	831	1033	661	785	39	903	666	865	590	831	831	1033	661	666	865	39	903	5	5	6	0.32	0.17	86.32	90.98	86.58	86.63	91.66	26.053	8.55	89.21	89.12	87.50	4.83	1.585	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_2	M9	M	MYN1	2	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	H*	% H* L*H %	%	%	V	1128	209	209	631	429	429	554	278	380	53	964	319	380	209	429	209	429	326	372	441	63	1102	3	3	3	0.50	0.78	86.25	87.86	85.59	85.71	87.25	30.39	9.974	86.41	86.35	85.42	1.456	0.478	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_2	M9	M	MYN1	2	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% H* L*H %	%	%	V	1128	209	631	1128	879	879	1128	696	841	53	964	706	919	631	879	879	1128	787	799	1053	63	1102	6	6	7	0.30	0.16	86.25	87.86	83.57	83.72	88.10	21.181	6.951	85.77	85.54	85.42	1.456	0.478	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_3	M9	M	MYN1	3	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	(*)	% (*) L*H %	%	%	V	1039	194	194	560	424	424	511	268	360	57	863	316	371	194	424	194	424	328	380	439	77	1066	3	3	3	0.53	0.77	85.15	87.06	86.50	85.90	86.29	9.942	3.263	86.08	86.08	85.45	1.644	0.54	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_3	M9	M	MYN1	3	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% (*) L*H %	%	%	V	1039	194	560	1039	817	817	1039	620	753	57	863	654	821	560	817	817	1039	778	818	1014	77	1066	6	6	7	0.37	0.02	85.15	87.06	84.60	84.28	88.60	30.903	10.142	85.83	85.26	85.45	1.644	0.54	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_4b	M9	M	MYN1	4b	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	H*	% H* L*H %	%	%	V	1035	211	211	533	396	396	470	283	359	39	864	311	378	211	396	211	396	345	382	472	55	1072	3	3	3	0.54	0.90	87.19	87.96	86.04	86.13	86.82	13.371	4.388	86.50	86.53	86.03	1.737	0.57	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_4b	M9	M	MYN1	4b	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% H* L*H %	%	%	V	1035	211	533	1035	813	813	1035	613	749	39	864	629	834	533	813	813	1035	794	811	1035	55	1072	6	6	7	0.34	0.09	87.19	87.96	84.61	84.77	88.57	18.414	6.043	86.57	86.56	86.03	1.737	0.57	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_5	M9	M	MYN1	5	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	H*	% H* L*H %	%	%	V	1094	222	222	626	432	432	554	313	381	47	948	340	401	222	432	222	432	355	387	459	56	1095	3	3	3	0.56	0.85	85.57	86.12	85.03	84.58	85.73	22.871	7.506	85.13	85.10	84.44	-0.129	-0.042	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN1_5	M9	M	MYN1	5	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% H* L*H %	%	%	V	1094	222	626	1094	881	881	1094	710	808	47	948	721	908	626	881	881	1094	807	820	1044	56	1095	6	6	7	0.37	0.13	85.57	86.12	83.54	83.56	87.31	22.94	7.529	84.67	84.11	84.44	-0.129	-0.042	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_3	M9	M	MYN2	3	Do YOU LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	1	1	1	H*	%L H* ^[L*H] L%	%L	L%	V	973	117	117	243	243	117	243	186	239	52	886	124	201	117	243	117	243	161	103	175	43	861	2	2	2	0.06	0.67	83.59	88.42	90.74	87.31	90.93	48.47	15.908	89.64	89.83	89.33	4.871	1.599	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_3	M9	M	MYN2	3	Do YOU LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	2	3	1	^[L*H]	%L H* ^[L*H] L%	%L	L%	V	973	117	243	571	407	243	407	304	352	52	886	501	259	407	511	243	407	281	482	231	43	861	3	4	3	0.90	0.10	83.59	88.42	89.15	88.15	89.81	-5.593	-1.836	88.79	88.72	89.33	4.871	1.599	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_3	M9	M	MYN2	3	Do YOU LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	3	2	2	L*H	%L H* ^[L*H] L%	%L	L%	V	973	117	571	973	803	803	973	650	746	52	886	552	812	460	665	803	973	629	651	790	43	861	6	6	7	0.43	0.05	83.59	88.42	89.33	87.87	94.64	25.679	8.428	90.42	90.06	89.33	4.871	1.599	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_4	M9	M	MYN2	4	Do YOU LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	1	1	1	H*	% H* (*) ^[L*H] L%	%	L%	V	985	117	117	216	216	117	216	155	212	58	874	122	176	117	216	117	216	141	102	166	48	849	2	2	2	0.05	0.60	87.80	88.95	90.80	89.86	91.00	20.073	6.588	90.64	90.72	89.20	-0.146	-0.048	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_4	M9	M	MYN2	4	Do YOU LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	2	3	1	(*)	% H* (*) ^[L*H] L%	%	L%	V	985	117	216	589	422	216	422	280	348	58	874	542	309	516	589	216	422	270	513	295	48	849	3	5	3	0.36	0.45	87.80	88.95	89.60	87.01	89.50	-11.202	-3.677	88.28	88.43	89.20	-0.146	-0.048	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_4	M9	M	MYN2	4	Do YOU LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	3	2	2	^[L*H]	% H* (*) ^[L*H] L%	%	L%	V	985	117	589	985	794	794	985	626	743	58	874	559	810	582	787	794	985	593	651	795	48	849	6	6	7	0.43	0.08	87.80	88.95	88.26	87.09	93.59	25.073	8.229	89.61	89.03	89.20	-0.146	-0.048	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_5	M9	M	MYN2	5	Do you LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	1	1	1	H*	% H* (*) ^[L*H L%]	%	L%]	V	848	43	43	171	171	43	171	116	151	21	808	87	147	43	171	43	171	163	137	192	47	887	2	2	2	0.34	0.81	85.37	89.28	89.31	88.04	89.91	30.15	9.895	89.25	89.40	89.25	4.714	1.547	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_5	M9	M	MYN2	5	Do you LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	2	3	1	(*)	% H* (*) ^[L*H L%]	%	L%]	V	848	43	171	491	356	171	356	227	288	21	808	475	240	438	491	171	356	268	533	281	47	887	3	5	3	0.70	0.37	85.37	89.28	89.62	87.06	89.52	-7.194	-2.361	88.41	88.53	89.25	4.714	1.547	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN2_5	M9	M	MYN2	5	Do you LIVE in the VALLey	1132	MYN2_1132	?	?	?	?	7	1	3	3	2	2	^[L*H	% H* (*) ^[L*H L%]	%	L%]	V	848	43	491	848	734	734	848	563	667	21	808	554	735	491	734	734	848	619	611	782	47	887	6	6	7	0.26	0.009	85.37	89.28	87.96	87.82	94.62	42.206	13.852	90.76	90.31	89.25	4.714	1.547	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_1	M9	M	MYN3	1	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	1	3	2	H*	% H* ^[L*H L%]	%	L%]	V	1134	259	259	495	404	404	435	295	342	66	899	303	332	259	404	259	404	281	291	325	55	962	3	3	3	0.30	0.50	86.14	88.37	87.10	87.36	88.00	20.314	6.667	87.83	87.89	87.93	6.627	2.175	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_1	M9	M	MYN3	1	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	2	3	3	^[L*H	% H* ^[L*H L%]	%	L%]	V	1134	259	495	1134	700	763	1134	561	641	66	899	601	828	495	700	763	1134	614	657	891	55	962	6	6	8	0.52	0.18	86.14	88.37	86.92	87.32	91.85	24.679	8.1	90.08	90.82	87.93	6.627	2.175	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_2	M9	M	MYN3	2	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	1	3	2	H*	% H* L*H %	%	%	V	1144	270	270	529	456	456	478	315	371	41	932	333	463	270	456	456	478	280	297	438	40	967	3	3	4	0.34	0.32	85.42	88.52	85.82	86.52	88.42	13.355	4.383	87.69	87.74	87.10	6.288	2.064	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_2	M9	M	MYN3	2	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	2	3	3	L*H	% H* L*H %	%	%	V	1144	270	529	1144	735	802	1144	606	686	41	932	633	863	529	735	802	1144	625	654	892	40	967	6	6	8	0.50	0.18	85.42	88.52	85.71	85.98	91.30	23.452	7.697	89.04	89.42	87.10	6.288	2.064	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_3	M9	M	MYN3	3	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	1	3	2	H*	% H* L*H L%	%	L%	V	1169	250	250	528	426	426	472	295	359	73	942	319	354	250	426	250	426	283	306	340	68	972	3	3	3	0.39	0.59	84.31	87.86	86.40	87.13	87.84	24.386	8.003	87.54	87.59	87.40	6.327	2.076	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_3	M9	M	MYN3	3	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	2	3	3	L*H	% H* L*H L%	%	L%	V	1169	250	528	1169	730	793	1169	597	696	73	942	620	852	528	730	793	1169	618	643	885	68	972	6	6	8	0.46	0.16	84.31	87.86	85.29	85.52	92.82	31.268	10.262	89.11	88.96	87.40	6.327	2.076	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_4	M9	M	MYN3	4	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	1	3	2	>H*	% >H* ^[L*H L%]	%	L%]	V	1098	242	242	493	393	393	448	285	341	65	880	289	416	242	393	393	448	288	292	446	62	969	3	3	4	0.31	0.42	87.07	88.08	86.12	86.26	87.70	8.317	2.729	87.39	87.49	87.78	5.982	1.963	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_4	M9	M	MYN3	4	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	2	3	3	^[L*H	% >H* ^[L*H L%]	%	L%]	V	1098	242	493	1098	695	742	1098	558	650	65	880	572	798	493	695	742	1098	614	629	885	62	969	6	6	8	0.39	0.16	87.07	88.08	85.24	85.46	93.59	36.857	12.096	89.18	89.12	87.78	5.982	1.963	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_5	M9	M	MYN3	5	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	1	3	2	>H*	% >H* L*H %	%	%	V	1059	239	239	466	370	370	402	267	313	54	855	261	376	239	370	370	402	276	268	426	50	972	3	3	4	0.17	0.19	85.63	87.04	85.37	84.98	87.40	17.887	5.87	86.82	87.16	86.83	5.866	1.925	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M9_MYN3_5	M9	M	MYN3	5	Have you HIDDen the VALuables	233	MYN3_233	?	?	?	?	8	2	2	2	3	3	L*H	% >H* L*H %	%	%	V	1059	239	466	1059	679	721	1059	529	624	54	855	544	772	466	679	721	1059	608	624	882	50	972	6	6	8	0.37	0.15	85.63	87.04	84.87	84.95	91.97	31.3	10.272	88.11	87.79	86.83	5.866	1.925	86.973	3.047	80.295	86.823	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M9/sentence_modes/
M10_MDC1_1	M10	M	MDC1	1	i VALued the VASes	132	MDC1_132	?	?	?	?	6	1	2	1	3	2	L*H	% L*H L*H %	%	%	V	1171	131	131	591	396	396	537	218	326	0	998	275	452	131	396	396	537	155	208	375	0	915	2	2	3	0.54	0.40	81.72	87.20	83.27	82.52	84.94	14.621	5.676	83.52	83.28	83.04	2.7	1.048	83.788	2.576	75.953	83.5	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M10/sentence_modes/
M10_MDC1_1	M10	M	MDC1	1	i VALued the VASes	132	MDC1_132	?	?	?	?	6	1	2	2	2	2	L*H	% L*H L*H %	%	%	V	1171	131	591	1171	907	907	1171	668	813	0	998	746	958	591	907	907	1171	595	671	876	0	915	5	5	6	0.49	0.19	81.72	87.20	81.76	80.28	87.83	40.256	15.627	83.90	83.83	83.04	2.7	1.048	83.788	2.576	75.953	83.5	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M10/sentence_modes/
M10_MDC1_2	M10	M	MDC1	2	i VALued the VASes	132	MDC1_132	?	?	?	?	6	1	2	1	3	2	L*H	% L*H L*H %	%	%	V	1158	141	141	593	409	409	537	230	341	63	992	272	457	141	409	409	537	156	194	372	34	913	2	2	3	0.49	0.38	81.01	83.81	80.35	80.22	83.59	20.63	8.009	81.73	81.40	81.62	2.448	0.95	83.788	2.576	75.953	83.5	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/M10/sentence_modes/
